,jawaban_mahasiswa,jawaban_dosen,human_rater,human_rater_scaled
80,"['hibernate', 'pc', 'fungsi', 'simpan', 'data', 'program', 'konfigurasi', 'komputer', 'simpan', 'hard', 'disk', 'hibernate', 'sederhana', 'fungsi', 'mati', 'komputer', 'hilang', 'data', 'program', 'kerja', 'kerja', 'lanjut', 'hibernate', 'prinsip', 'sleep', 'beda', 'komponen', 'proses', 'sleep', 'data', 'simpan', 'ram', 'hibernate', 'data', 'simpan', 'hard', 'disk', 'proses', 'hibernate', 'data', 'simpan', 'hard', 'disk', 'data', 'konfigurasi', 'simpan', 'aman', 'ubah', 'akibat', 'hilang', 'daya', 'listrik', 'rugi', 'proses', 'hibernate', 'proses', 'booting', 'sleep', 'akibat', 'daya', 'listrik', 'komputer', 'mati', 'proses', 'boot', 'me', 'load', 'data', 'semetara', 'simpan', 'harddisk', 'ram']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
39,"['client', 'server', 'jaring', 'hubung', 'jaring', 'hubung', 'client', 'user', 'server', 'jaring', 'client', 'data', 'informasi', 'akses', 'minta', 'server', 'server', 'kirim', 'data', 'client', 'data', 'sedia', 'sesuai', 'protocol', 'client', 'terima', 'data']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",90,0.9
150,"['von', 'neumann', 'arsitektur', 'komputer', 'kali', 'sejarah', 'komputer', 'perang', 'dunia', 'mana', 'mesin', 'alan', 'turing', 'ilmuwan', 'inggris', 'pecah', 'kode', 'rahasia', 'milik', 'jerman', 'hasil', 'mesin', 'turing', 'ilmu', 'von', 'neumann', 'kembang', 'sistem', 'pecah', 'kode', 'komputasi', 'arsitektur', 'register', 'register', 'otak', 'komputer', 'bilang', 'efektif']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",30,0.3
191,"['turbo', 'boost', 'fitur', 'maksimal', 'mampu', 'hardware', 'komputer', 'hardware', 'komputer', 'paksa', 'maksimal', 'banding', 'kondisi', 'processor', 'kondisi', 'standard', 'frekuensi', '2', '4', 'ghz', 'turbo', 'boost', 'prosesor', 'maksimal', 'mampu', 'frekuensi', '3', '0', 'ghz', 'giga', 'hertz']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
181,"['turbo', 'boost', 'mampu', 'processor', 'tingkat', 'cepat', 'data']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
209,"['turbo', 'boost', 'fitur', 'dongkrak', 'clockspeed', 'dasar', 'prosesor', 'milik', 'mampu']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",70,0.7
170,"['turbo', 'boost', 'tingkat', 'cepat', 'komputer', 'clocknya', 'tingkat', 'cache', 'memory', 'komputer', 'tingkat', 'cepat', 'komputer', '2', '4', 'ghz', '3', 'ghz']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
106,"['mati', 'komputer', 'simpan', 'kondisi']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",40,0.4
175,"['turbo', 'boost', 'hubung', 'clock', 'rate', 'komputer', 'clock', 'rate', 'komputer', 'cepat', 'komputer', 'cepat', 'cepat', 'olah', 'transmisi', 'data', 'komputer', 'turbo', 'boost', 'tingkat', 'cepat', 'clock', 'komputer', 'cepat', 'maksimal', 'olah', 'data', 'cepat']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
48,"['server', 'pusat', 'simpan', 'sedia', 'data', 'informasi', 'jaring', 'komputer', 'client', 'request', 'server', 'data', 'informasi', 'sedia', 'server', 'download', 'upload', 'file', 'server']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",100,1.0
64,"['hibernate', 'pc', 'mati', 'pc', 'simpan', 'hard', 'disk', 'nyala', 'pc', 'ubah', 'hibernate', 'jelajah', 'internet', 'pergi', 'makan', 'tutup', 'tab', 'tab', 'program', 'program', 'buka', 'proses', 'hibernate', 'sistem', 'jalan', 'rekam', 'simpan', 'hard', 'disk', 'komputer', 'mati', 'nyala', 'simpan', 'hard', 'disk', 'muat', 'pc', 'nyala', 'mati', 'hibernate']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
114,"['arsitektur', 'komputer', 'komputer', 'milik', 'utama', 'komputer', 'milik', 'alu', 'arithmatic', 'and', 'logic', 'unit', 'cu', 'control', 'unit', 'memory', 'i', 'o', 'input', 'output', 'antarbagian', 'hubung', 'bus', 'cu', 'alu', 'processor', 'hubung', 'langsung', 'memory', 'unit', 'simpan']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",100,1.0
12,"['client', 'server', 'jaring', 'computer', 'host', 'fungsi', 'sedia', 'layan', 'service', 'jaring', 'request', 'hubung', 'jaring']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",60,0.6
28,"['client', 'server', 'salah', 'model', 'jaring', 'mana', 'device', 'tindak', 'client', 'device', 'tindak', 'server', 'device', 'tindak', 'client', 'fungsi', 'kirim', 'request', 'server', 'akses', 'olah', 'data', 'milik', 'server', 'device', 'tindak', 'server', 'fungsi', 'kirim', 'balas', 'request', 'kirim', 'client', 'simpan', 'data', 'data', 'hak', 'akses', 'client']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
218,"['turbo', 'boost', 'fitur', 'prosesor', 'tingkat', 'kerja', 'prosesor', 'frekuensi', 'clock', 'prosesor', 'tingkat', 'cepat', 'kerja', 'transmisi']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",80,0.8
26,"['client', 'host', 'request', 'server', 'host', 'milik', 'software', 'informasi', 'butuh', 'client', 'client', 'server', 'protocol', 'mana', 'atur', 'transfer', 'file', 'client', 'server', 'client', 'kirim', 'request', 'server', 'server', 'kirim', 'balas', 'informasi', 'client']","['client', 'server', 'jaring', 'komputer', 'model', 'komunikasi', 'belah', 'sedia', 'layan', 'data', 'server', 'guna', 'minta', 'layan', 'data', 'client', 'belah', 'komunikasi', 'hardware', 'beda', 'mesin', 'sistem']",80,0.8
171,"['turbo', 'boost', 'fitur', 'khusus', 'milik', 'jajar', 'prosesor', 'keluar', 'intel', 'intel', 'i', 'core', 'intel', 'i', 'core', 'milik', 'varian', 'utama', 'i3', 'i5', 'i7', 'fitur', 'turbo', 'boost', 'milik', 'intel', 'i5', 'i7', 'turbo', 'boost', 'fitur', 'prosesor', 'tingkat', 'clocks', 'peed', 'standar', 'clock', 'speed', 'atur', 'standar', 'fit', 'turbo', 'boost', 'otomatis', 'fungsi', 'sistem', 'pc', 'proses', 'berat', 'butuh', 'performa', 'processor', 'standar', 'contoh', 'fitur', 'turbo', 'boost', 'varian', 'processor', 'mobile', 'laptop', 'intel', 'i5', '3210m', 'clockspeed', 'standar', '2', '5', 'ghz', 'turbo', 'boost', '3', '1', 'ghz', 'fitur', 'bantu', 'jalan', 'program', 'program', 'berat', 'visual', 'desain', 'gaming']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",100,1.0
128,"['komputer', 'von', 'neumann', 'milik', 'program', 'tanam', 'komputer', 'komputer', 'main', 'memory', 'simpan', 'data', 'program', 'operasi', 'algorithm', 'and', 'logic', 'unit', 'alu', 'data', 'biner', 'control', 'unit', 'cu', 'interpretasi', 'instruksi', 'memori', 'eksekusi', 'alat', 'input', 'output', 'operasi', 'cu', 'struktur', 'komputer', 'model', 'von', 'neumann', 'main', 'memori', 'alu', 'cu', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
97,"['hibernate', 'kondisi', 'sleep', 'kondisis', 'sleep', 'data', 'simpan', 'ram', 'kondisi', 'hibernate', 'data', 'disimpa', 'drive']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",80,0.8
71,"['hibernate', 'pc', 'kondisi', 'mana', 'file', 'file', 'program', 'jalan', 'komputer', 'nyala', 'mati', 'file', 'program', 'simpan', 'hard', 'disk', 'ram', 'komputer', 'mati', 'total', 'low', 'power', 'state']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",100,1.0
195,"['turbo', 'boost', 'overload', 'komputer', 'laptop']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",0,0.0
146,"['dasar', 'kembang', 'komputer', 'per', 'alu', 'memori', 'io']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",40,0.4
143,"['model', 'van', 'neumann', 'gambar', 'komputer', 'bagi', '4', 'utama', 'empat', 'hubung', 'kawat', 'bus', 'alu', 'arithmatic', 'logic', 'unit', 'unit', 'control', 'memory', 'input', 'output']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
212,"['turbo', 'boost', 'teknologi', 'tingkat', 'clockrate', 'processor', 'komputer', 'milik', 'kerja']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",70,0.7
203,"['hubung', 'turbo', 'boost', 'komputer', 'dunia', 'otomotif', 'turbo', 'boost', 'tekan', 'udara', 'tambah', 'turbo', 'bantu', 'siklus', 'bakar', 'mesin', 'bakar']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",20,0.2
215,"['turbo', 'boost', 'sistem', 'produsen', 'prosesor', 'tingkat', 'performa', 'prosesor', 'pada', 'sesuai', 'batas']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",70,0.7
183,"['turbo', 'boost', 'aplikasi', 'naik', 'performa', 'komputer', 'jalan', 'aktivitas', 'meminimalisir', 'mati', 'aplikasi', 'aplikasi', 'program', 'program', 'turbo', 'boost', 'contoh', 'software', 'application']","['turbo', 'boost', 'salah', 'fitur', 'prosesor', 'tuju', 'cepat', 'kerja', 'prosesor', 'kondisi', 'penuh', 'proses', 'raih', 'naik', 'frekuensi', 'clock', 'sesuai', 'ruang', 'tingkat', 'rekomendasi', 'buat', 'chip', 'ruang', 'tingkat', 'thermal', 'headroom', 'milik', 'syarat', 'kondisi', 'gantung', 'temperatur', 'load', 'prosesor', 'temperatur', 'batas', 'kerja', 'prosesor', 'tingkat', 'frekuensi', 'clock', 'nya', 'instruksi', 'cepat', 'beban', 'kerja', 'temperatur', 'tingkat', 'jaga', 'stabilitas', 'kerja', 'prosesor', 'turbo', 'boost', 'maksimal', 'dekat', 'base', 'clock']",60,0.6
158,"['komputer', 'model', 'temu', 'perang', 'dunia', '2']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",30,0.3
95,"['hibernate', 'komputer', 'mati', 'mesin', 'ram', 'rom', 'dll', 'nyala', 'daya', 'hemat', 'layar', 'keyboard', 'dll', 'mati']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",20,0.2
70,"['hibernate', 'proses', 'pc', 'shut', 'down', 'hidup', 'lanjut', 'sesi', 'pc', 'ada', 'sleep', 'rentang', 'keluar', 'energi', 'kondisi', 'sleep', 'kondisi', 'low', 'powered', 'kondisi', 'hibernate', 'tutup', 'aplikasi', 'apa', 'kerja']","['hibernate', 'pc', 'fitur', 'mati', 'pc', 'sleep', 'fitur', 'tenaga', 'sleep', 'jaga', 'komputer', 'nyala', 'tenaga', 'hibernate', 'simpan', 'proses', 'jalan', 'secondary', 'memory', 'sleep', 'simpan', 'ram', 'komputer', 'alami', 'hilang', 'tenaga', 'komputer', 'nyala', 'ulang', 'beda', 'hibernate', 'lanjut', 'proses', 'mati', 'alami', 'hilang', 'tenaga', 'mati', 'kurang', 'hibernate', 'simpan', 'data', 'butuh', 'hibernate', 'storage', 'kurang', 'umur', 'ssd', 'cepat', 'proses', 'hidup', 'cepat', 'proses', 'sleep', 'baca', 'ram']",90,0.9
119,"['utama', 'alu', 'arithmatic', 'logical', 'unit', 'protocol', 'unit', 'memory', 'devices', 'input', 'output', 'komputer', 'generasi', '1940', 'an', '1950', 'an']","['komputer', 'model', 'von', 'neumann', 'model', 'arsitektur', 'deskripsi', 'john', 'von', 'neumann', '1945', 'first', 'draft', 'of', 'a', 'report', 'on', 'the', 'edvac', 'model', 'arsitektur', 'jadi', 'basis', 'komputer', 'unit', 'pemrosesan', 'isi', 'alu', 'register', 'prosesor', 'unit', 'kontrol', 'isi', 'instruction', 'register', 'program', 'counter', 'memori', 'simpan', 'data', 'instruksi', 'simpan', 'eksternal', 'mekanisme', 'input', 'output']",90,0.9
